Station,Heure,Jour,Meteo,Affluence
République,19,Mardi,Soleil,837
Boulogne - Pont de Sèvres,20,Dimanche,Pluie,163
La Défense,15,Mercredi,Soleil,327
Massy-Palaiseau,7,Dimanche,Pluie,118
La Défense,12,Lundi,Pluie,399
Cergy-Préfecture,10,Mardi,Soleil,107
Gare de Lyon,9,Samedi,Soleil,335
Juvisy,19,Mercredi,Pluie,913
Massy-Palaiseau,13,Vendredi,Soleil,168
Auber / Opéra,9,Mardi,Soleil,471
Boulogne - Pont de Sèvres,14,Mardi,Pluie,239
Créteil-Préfecture,10,Mardi,Soleil,206
Montparnasse,15,Jeudi,Soleil,258
Neuilly-Plaisance,8,Jeudi,Nuageux,232
Massy-Palaiseau,16,Vendredi,Pluie,344
Créteil-Préfecture,10,Mercredi,Nuageux,103
Noisy-le-Grand,5,Mardi,Nuageux,12
Créteil-Préfecture,22,Lundi,Soleil,205
Nanterre-Préfecture,6,Dimanche,Pluie,43
La Défense,9,Dimanche,Pluie,380
République,20,Lundi,Soleil,336
Massy-Palaiseau,16,Dimanche,Nuageux,89
Massy-Palaiseau,16,Dimanche,Pluie,82
Aéroport d'Orly,15,Lundi,Nuageux,203
Cergy-Préfecture,23,Dimanche,Soleil,205
Nanterre-Préfecture,11,Jeudi,Soleil,160
Saint-Denis (Stade),6,Vendredi,Nuageux,62
Noisy-le-Grand,10,Mardi,Nuageux,108
Aéroport CDG 2,8,Vendredi,Pluie,476
Massy-Palaiseau,6,Jeudi,Pluie,37
Gare de Lyon,21,Mardi,Soleil,394
Neuilly-Plaisance,12,Mardi,Nuageux,52
République,9,Samedi,Nuageux,145
Aéroport CDG 2,14,Vendredi,Soleil,309
Neuilly-Plaisance,20,Lundi,Nuageux,149
République,6,Lundi,Nuageux,89
Auber / Opéra,23,Samedi,Nuageux,240
Marne-la-Vallée (Chessy),11,Mercredi,Soleil,164
Aéroport d'Orly,6,Mercredi,Nuageux,125
Aéroport CDG 2,17,Vendredi,Pluie,1136
Vincennes,8,Dimanche,Pluie,200
Cergy-Préfecture,20,Samedi,Soleil,160
Versailles-Chantiers,14,Mardi,Soleil,191
Montparnasse,21,Jeudi,Pluie,412
La Défense,18,Jeudi,Nuageux,1339
Neuilly-Plaisance,16,Mercredi,Nuageux,174
Nanterre-Préfecture,17,Mercredi,Soleil,695
Aéroport d'Orly,12,Jeudi,Nuageux,169
Versailles-Chantiers,21,Samedi,Pluie,294
Gare de Lyon,22,Lundi,Nuageux,370
Versailles-Chantiers,14,Vendredi,Nuageux,148
Créteil-Préfecture,17,Mercredi,Pluie,752
Cergy-Préfecture,6,Mercredi,Soleil,42
Nanterre-Préfecture,21,Jeudi,Nuageux,209
Auber / Opéra,10,Lundi,Nuageux,98
Noisy-le-Grand,16,Jeudi,Nuageux,136
Versailles-Chantiers,17,Dimanche,Nuageux,402
Bercy,8,Dimanche,Nuageux,161
Auber / Opéra,19,Mercredi,Soleil,1098
Marne-la-Vallée (Chessy),20,Samedi,Nuageux,101
Montparnasse,23,Jeudi,Pluie,408
La Défense,19,Vendredi,Soleil,1397
Créteil-Préfecture,10,Dimanche,Pluie,89
Val de Fontenay,10,Mercredi,Nuageux,130
Val de Fontenay,9,Mercredi,Soleil,288
Juvisy,6,Mercredi,Nuageux,49
Vincennes,6,Mercredi,Pluie,76
Neuilly-Plaisance,9,Mercredi,Pluie,300
République,7,Mardi,Nuageux,308
Bercy,10,Mardi,Nuageux,103
Neuilly-Plaisance,15,Jeudi,Soleil,125
Massy-Palaiseau,9,Samedi,Soleil,194
Saint-Lazare,22,Mardi,Nuageux,410
Auber / Opéra,18,Mercredi,Soleil,1048
Marne-la-Vallée (Chessy),14,Mercredi,Soleil,152
Noisy-le-Grand,7,Mercredi,Soleil,230
Nation,20,Mardi,Pluie,426
Bercy,20,Mardi,Pluie,319
République,15,Samedi,Nuageux,2
Juvisy,8,Lundi,Soleil,299
Gare du Nord,15,Mercredi,Nuageux,322
Montparnasse,12,Samedi,Pluie,242
Montparnasse,20,Samedi,Soleil,252
Saint-Lazare,12,Dimanche,Soleil,146
Aéroport CDG 2,13,Lundi,Pluie,291
Nation,18,Samedi,Soleil,658
Cergy-Préfecture,12,Lundi,Soleil,157
Noisy-le-Grand,20,Samedi,Nuageux,60
Châtelet-Les Halles,6,Samedi,Nuageux,102
Saint-Denis (Stade),23,Dimanche,Pluie,225
Aéroport d'Orly,23,Lundi,Nuageux,328
Massy-Palaiseau,23,Samedi,Nuageux,139
Auber / Opéra,22,Mercredi,Soleil,394
Nanterre-Préfecture,17,Mardi,Nuageux,697
Noisy-le-Grand,21,Mercredi,Nuageux,175
Gare de Lyon,5,Mardi,Soleil,68
Gare de Lyon,9,Dimanche,Nuageux,319
Saint-Lazare,17,Samedi,Nuageux,640
Aéroport CDG 2,10,Mercredi,Pluie,129
Neuilly-Plaisance,14,Dimanche,Soleil,80
Saint-Denis (Stade),13,Vendredi,Nuageux,158
Auber / Opéra,10,Dimanche,Nuageux,60
Bercy,5,Vendredi,Nuageux,41
Aéroport CDG 2,22,Mercredi,Nuageux,317
Auber / Opéra,11,Mercredi,Soleil,187
La Défense,14,Dimanche,Nuageux,121
Noisy-le-Grand,16,Mercredi,Pluie,219
Noisy-le-Grand,19,Vendredi,Pluie,919
Juvisy,21,Dimanche,Nuageux,89
Aéroport d'Orly,7,Dimanche,Nuageux,123
Nation,19,Dimanche,Soleil,641
République,5,Dimanche,Soleil,60
Auber / Opéra,15,Mercredi,Soleil,326
Châtelet-Les Halles,10,Jeudi,Pluie,294
La Défense,20,Jeudi,Pluie,511
Noisy-le-Grand,16,Jeudi,Nuageux,212
Nanterre-Préfecture,19,Mercredi,Nuageux,700
Massy-Palaiseau,22,Samedi,Pluie,192
Nanterre-Préfecture,14,Lundi,Pluie,230
Boulogne - Pont de Sèvres,16,Lundi,Nuageux,178
Châtelet-Les Halles,23,Dimanche,Pluie,334
Saint-Lazare,9,Mardi,Nuageux,468
Versailles-Chantiers,22,Samedi,Soleil,199
Saint-Lazare,23,Jeudi,Nuageux,431
Neuilly-Plaisance,16,Vendredi,Soleil,173
Noisy-le-Grand,5,Jeudi,Soleil,58
Noisy-le-Grand,6,Jeudi,Pluie,122
Vincennes,7,Mardi,Pluie,228
Versailles-Chantiers,16,Samedi,Soleil,98
Cergy-Préfecture,18,Jeudi,Soleil,703
Saint-Denis (Stade),11,Lundi,Pluie,138
Versailles-Chantiers,8,Vendredi,Nuageux,244
Val de Fontenay,16,Lundi,Pluie,270
Montparnasse,12,Jeudi,Pluie,324
Gare de Lyon,5,Mercredi,Soleil,181
La Défense,9,Vendredi,Pluie,622
Aéroport CDG 2,5,Vendredi,Soleil,69
Aéroport d'Orly,19,Mardi,Soleil,773
Nanterre-Préfecture,17,Mardi,Nuageux,685
Juvisy,17,Vendredi,Pluie,779
Vincennes,8,Vendredi,Pluie,354
République,19,Samedi,Nuageux,550
Massy-Palaiseau,16,Lundi,Pluie,162
Marne-la-Vallée (Chessy),12,Jeudi,Nuageux,133
Vincennes,20,Dimanche,Pluie,172
Châtelet-Les Halles,16,Vendredi,Pluie,434
Versailles-Chantiers,10,Samedi,Soleil,98
Saint-Denis (Stade),19,Mercredi,Nuageux,764
Saint-Denis (Stade),11,Jeudi,Pluie,144
La Défense,9,Vendredi,Pluie,732
Cergy-Préfecture,19,Samedi,Nuageux,423
Créteil-Préfecture,16,Mardi,Soleil,157
Nanterre-Préfecture,15,Mardi,Pluie,263
Val de Fontenay,8,Mardi,Pluie,352
Neuilly-Plaisance,17,Mercredi,Pluie,658
Bercy,22,Lundi,Soleil,307
Cergy-Préfecture,12,Jeudi,Soleil,71
Nation,11,Lundi,Nuageux,157
Saint-Lazare,20,Lundi,Pluie,500
Neuilly-Plaisance,7,Lundi,Soleil,178
Boulogne - Pont de Sèvres,20,Mardi,Pluie,283
Versailles-Chantiers,20,Dimanche,Nuageux,112
Nation,11,Jeudi,Nuageux,159
Gare de Lyon,17,Mardi,Nuageux,1270
Nation,17,Dimanche,Nuageux,580
Juvisy,23,Lundi,Soleil,300
Montparnasse,22,Samedi,Nuageux,248
République,11,Samedi,Nuageux,81
Gare de Lyon,22,Vendredi,Soleil,449
Saint-Denis (Stade),22,Dimanche,Pluie,180
Massy-Palaiseau,8,Mercredi,Pluie,278
République,13,Dimanche,Soleil,126
Châtelet-Les Halles,20,Samedi,Nuageux,422
Versailles-Chantiers,8,Samedi,Nuageux,87
Aéroport d'Orly,12,Samedi,Soleil,26
Noisy-le-Grand,7,Mercredi,Pluie,234
Cergy-Préfecture,13,Samedi,Nuageux,154
Noisy-le-Grand,12,Dimanche,Pluie,86
Marne-la-Vallée (Chessy),16,Lundi,Pluie,236
La Défense,18,Mardi,Soleil,1334
Saint-Lazare,14,Jeudi,Nuageux,246
Juvisy,21,Mardi,Soleil,261
Aéroport CDG 2,15,Jeudi,Nuageux,256
Montparnasse,14,Vendredi,Pluie,150
Vincennes,17,Jeudi,Soleil,652
Nanterre-Préfecture,6,Jeudi,Nuageux,20
Gare du Nord,5,Vendredi,Soleil,62
Bercy,5,Mercredi,Soleil,47
Boulogne - Pont de Sèvres,20,Jeudi,Soleil,103
Juvisy,14,Vendredi,Nuageux,169
Noisy-le-Grand,14,Jeudi,Pluie,213
Montparnasse,11,Mardi,Nuageux,236
Créteil-Préfecture,11,Vendredi,Pluie,132
Boulogne - Pont de Sèvres,5,Lundi,Soleil,3
Châtelet-Les Halles,17,Samedi,Pluie,971
Saint-Denis (Stade),9,Dimanche,Soleil,234
Châtelet-Les Halles,7,Jeudi,Nuageux,480
Juvisy,17,Jeudi,Soleil,544
Vincennes,16,Mardi,Pluie,181
Massy-Palaiseau,22,Mardi,Pluie,391
Val de Fontenay,9,Lundi,Soleil,409
Versailles-Chantiers,9,Vendredi,Pluie,345
Nanterre-Préfecture,6,Samedi,Nuageux,4
Saint-Denis (Stade),10,Lundi,Pluie,138
Massy-Palaiseau,11,Dimanche,Soleil,55
Noisy-le-Grand,5,Lundi,Soleil,118
Châtelet-Les Halles,7,Mercredi,Pluie,605
Gare du Nord,6,Samedi,Soleil,97
République,14,Lundi,Soleil,143
La Défense,15,Jeudi,Soleil,300
Châtelet-Les Halles,17,Lundi,Soleil,1348
Versailles-Chantiers,20,Dimanche,Soleil,162
Cergy-Préfecture,15,Dimanche,Nuageux,115
Créteil-Préfecture,22,Samedi,Soleil,155
Saint-Lazare,15,Mardi,Soleil,341
Massy-Palaiseau,5,Mardi,Nuageux,41
Montparnasse,22,Samedi,Pluie,302
Montparnasse,9,Jeudi,Soleil,441
Saint-Lazare,6,Mercredi,Soleil,158
La Défense,22,Lundi,Soleil,437
Versailles-Chantiers,11,Vendredi,Nuageux,85
Créteil-Préfecture,15,Mardi,Soleil,94
Montparnasse,15,Jeudi,Nuageux,279
Versailles-Chantiers,17,Vendredi,Soleil,689
Montparnasse,8,Samedi,Pluie,204
Bercy,5,Lundi,Nuageux,69
Bercy,22,Lundi,Pluie,290
Aéroport CDG 2,16,Lundi,Nuageux,173
Massy-Palaiseau,14,Vendredi,Nuageux,81
Versailles-Chantiers,12,Dimanche,Nuageux,117
Marne-la-Vallée (Chessy),7,Lundi,Nuageux,290
République,11,Mercredi,Pluie,163
Marne-la-Vallée (Chessy),15,Dimanche,Soleil,130
Châtelet-Les Halles,11,Dimanche,Pluie,267
Aéroport CDG 2,11,Vendredi,Soleil,263
Noisy-le-Grand,13,Mardi,Pluie,150
Noisy-le-Grand,7,Samedi,Pluie,234
Gare de Lyon,15,Mercredi,Nuageux,305
Châtelet-Les Halles,21,Dimanche,Nuageux,273
Massy-Palaiseau,12,Jeudi,Nuageux,89
Nation,6,Lundi,Pluie,111
Gare du Nord,5,Jeudi,Nuageux,139
Nation,20,Mardi,Nuageux,220
Auber / Opéra,8,Jeudi,Pluie,487
Gare du Nord,13,Dimanche,Pluie,146
Saint-Denis (Stade),12,Mardi,Soleil,151
Saint-Denis (Stade),5,Jeudi,Nuageux,94
La Défense,12,Mardi,Nuageux,271
Juvisy,9,Vendredi,Nuageux,282
Neuilly-Plaisance,5,Dimanche,Soleil,42
Châtelet-Les Halles,11,Vendredi,Nuageux,163
Saint-Denis (Stade),19,Samedi,Pluie,656
Neuilly-Plaisance,11,Samedi,Soleil,111
Montparnasse,5,Jeudi,Soleil,51
Nanterre-Préfecture,13,Mercredi,Pluie,235
Massy-Palaiseau,5,Mercredi,Nuageux,60
Cergy-Préfecture,16,Vendredi,Nuageux,245
Vincennes,11,Lundi,Pluie,25
Créteil-Préfecture,13,Lundi,Pluie,117
Vincennes,9,Mercredi,Nuageux,201
Montparnasse,16,Dimanche,Pluie,133
Versailles-Chantiers,6,Jeudi,Pluie,135
Marne-la-Vallée (Chessy),22,Mercredi,Nuageux,281
Gare du Nord,13,Samedi,Soleil,153
Val de Fontenay,5,Vendredi,Pluie,27
Aéroport CDG 2,14,Jeudi,Nuageux,256
Auber / Opéra,18,Vendredi,Nuageux,1007
Saint-Lazare,18,Mercredi,Nuageux,1107
Gare du Nord,11,Mercredi,Soleil,203
Saint-Lazare,16,Vendredi,Pluie,430
Juvisy,10,Jeudi,Pluie,133
Gare du Nord,17,Jeudi,Soleil,1340
Juvisy,12,Mardi,Nuageux,154
Vincennes,6,Vendredi,Soleil,14
Aéroport CDG 2,14,Mercredi,Soleil,184
Gare du Nord,10,Vendredi,Pluie,269
Aéroport d'Orly,20,Vendredi,Pluie,397
Nanterre-Préfecture,14,Lundi,Nuageux,190
Saint-Lazare,19,Mardi,Pluie,1405
Châtelet-Les Halles,14,Jeudi,Soleil,297
Boulogne - Pont de Sèvres,15,Dimanche,Soleil,165
Vincennes,6,Lundi,Nuageux,9
Créteil-Préfecture,14,Mardi,Soleil,78
Bercy,16,Lundi,Soleil,193
Aéroport CDG 2,15,Mardi,Soleil,246
Massy-Palaiseau,19,Dimanche,Nuageux,457
Montparnasse,8,Dimanche,Nuageux,232
Gare de Lyon,9,Mardi,Pluie,643
Bercy,5,Samedi,Pluie,58
Boulogne - Pont de Sèvres,5,Vendredi,Soleil,32
Massy-Palaiseau,14,Mardi,Soleil,149
Bercy,8,Dimanche,Pluie,191
Massy-Palaiseau,17,Mercredi,Soleil,703
Aéroport d'Orly,18,Dimanche,Pluie,584
Boulogne - Pont de Sèvres,23,Mercredi,Pluie,275
Montparnasse,9,Mercredi,Nuageux,461
Gare du Nord,15,Mercredi,Pluie,381
Saint-Lazare,12,Dimanche,Nuageux,143
Versailles-Chantiers,5,Lundi,Nuageux,72
Gare du Nord,9,Jeudi,Nuageux,709
Noisy-le-Grand,22,Jeudi,Nuageux,305
Val de Fontenay,17,Dimanche,Nuageux,291
Val de Fontenay,9,Samedi,Pluie,212
Cergy-Préfecture,11,Mardi,Soleil,142
Val de Fontenay,16,Jeudi,Pluie,223
Aéroport CDG 2,6,Lundi,Nuageux,228
Vincennes,17,Dimanche,Soleil,416
Nanterre-Préfecture,18,Mercredi,Nuageux,604
Créteil-Préfecture,10,Mercredi,Pluie,78
Créteil-Préfecture,20,Mercredi,Pluie,233
Cergy-Préfecture,14,Jeudi,Nuageux,229
Val de Fontenay,15,Dimanche,Nuageux,153
Saint-Denis (Stade),5,Dimanche,Pluie,30
Cergy-Préfecture,19,Jeudi,Soleil,798
Nation,20,Vendredi,Nuageux,306
Gare de Lyon,14,Vendredi,Pluie,315
Nation,14,Jeudi,Nuageux,240
Gare de Lyon,7,Samedi,Soleil,245
Boulogne - Pont de Sèvres,15,Samedi,Soleil,110
Nanterre-Préfecture,15,Samedi,Soleil,104
La Défense,20,Mercredi,Nuageux,389
La Défense,10,Jeudi,Pluie,164
Juvisy,13,Lundi,Nuageux,212
Aéroport CDG 2,5,Vendredi,Nuageux,157
Aéroport CDG 2,10,Mercredi,Nuageux,165
Versailles-Chantiers,22,Dimanche,Soleil,150
Montparnasse,17,Vendredi,Soleil,910
Juvisy,6,Samedi,Nuageux,26
Bercy,23,Mardi,Nuageux,318
Saint-Denis (Stade),6,Mardi,Nuageux,111
Versailles-Chantiers,8,Mardi,Pluie,275
Saint-Lazare,8,Samedi,Nuageux,346
Châtelet-Les Halles,14,Samedi,Soleil,155
Montparnasse,21,Jeudi,Soleil,326
République,20,Vendredi,Pluie,387
Neuilly-Plaisance,12,Dimanche,Pluie,109
Marne-la-Vallée (Chessy),10,Lundi,Pluie,146
Gare du Nord,6,Vendredi,Soleil,87
Massy-Palaiseau,19,Dimanche,Soleil,592
Marne-la-Vallée (Chessy),15,Samedi,Nuageux,91
Noisy-le-Grand,20,Samedi,Nuageux,124
République,8,Mercredi,Soleil,305
Nanterre-Préfecture,15,Jeudi,Pluie,218
Vincennes,18,Vendredi,Soleil,666
Nanterre-Préfecture,12,Jeudi,Soleil,176
Saint-Denis (Stade),10,Jeudi,Pluie,198
Vincennes,23,Dimanche,Soleil,109
Boulogne - Pont de Sèvres,8,Lundi,Soleil,178
Val de Fontenay,8,Mercredi,Pluie,416
Cergy-Préfecture,10,Dimanche,Soleil,29
Massy-Palaiseau,15,Lundi,Nuageux,187
Gare de Lyon,5,Samedi,Soleil,38
Châtelet-Les Halles,6,Lundi,Pluie,146
Nation,13,Jeudi,Pluie,254
Massy-Palaiseau,20,Jeudi,Nuageux,257
La Défense,10,Lundi,Pluie,275
Aéroport d'Orly,13,Samedi,Pluie,147
Vincennes,23,Mardi,Soleil,213
Vincennes,9,Mardi,Nuageux,389
Boulogne - Pont de Sèvres,14,Lundi,Soleil,79
Saint-Denis (Stade),11,Jeudi,Soleil,133
Marne-la-Vallée (Chessy),6,Jeudi,Nuageux,185
Créteil-Préfecture,8,Mercredi,Pluie,308
Marne-la-Vallée (Chessy),12,Jeudi,Nuageux,133
Boulogne - Pont de Sèvres,7,Samedi,Pluie,194
Gare du Nord,6,Dimanche,Pluie,173
Noisy-le-Grand,13,Vendredi,Soleil,101
Marne-la-Vallée (Chessy),15,Samedi,Soleil,161
Boulogne - Pont de Sèvres,8,Vendredi,Soleil,265
Aéroport CDG 2,13,Jeudi,Pluie,242
Auber / Opéra,10,Dimanche,Nuageux,148
La Défense,5,Lundi,Nuageux,128
Vincennes,7,Samedi,Pluie,155
Créteil-Préfecture,11,Samedi,Soleil,102
Marne-la-Vallée (Chessy),13,Vendredi,Pluie,124
Val de Fontenay,12,Jeudi,Nuageux,189
Vincennes,17,Dimanche,Soleil,366
Noisy-le-Grand,22,Jeudi,Nuageux,309
Juvisy,23,Vendredi,Nuageux,284
Saint-Lazare,13,Jeudi,Soleil,318
La Défense,10,Lundi,Soleil,149
Aéroport CDG 2,16,Samedi,Nuageux,163
Vincennes,8,Mardi,Soleil,224
Nanterre-Préfecture,13,Samedi,Soleil,114
Créteil-Préfecture,14,Vendredi,Pluie,126
Montparnasse,7,Vendredi,Pluie,382
Bercy,21,Dimanche,Pluie,214
Auber / Opéra,11,Jeudi,Soleil,153
Nanterre-Préfecture,12,Lundi,Pluie,159
Massy-Palaiseau,15,Vendredi,Nuageux,154
Auber / Opéra,17,Jeudi,Pluie,1206
Saint-Denis (Stade),7,Dimanche,Nuageux,166
Neuilly-Plaisance,23,Jeudi,Nuageux,272
Nanterre-Préfecture,18,Samedi,Pluie,559
Massy-Palaiseau,20,Samedi,Pluie,76
Noisy-le-Grand,19,Jeudi,Soleil,785
Aéroport d'Orly,6,Mercredi,Soleil,148
Nanterre-Préfecture,10,Mercredi,Pluie,86
Gare de Lyon,11,Dimanche,Nuageux,201
Bercy,13,Lundi,Pluie,131
La Défense,13,Mardi,Soleil,378
République,21,Mercredi,Soleil,373
Noisy-le-Grand,7,Lundi,Nuageux,183
Juvisy,8,Jeudi,Soleil,239
Vincennes,6,Jeudi,Pluie,137
Gare de Lyon,5,Mardi,Nuageux,109
Vincennes,14,Vendredi,Pluie,207
Saint-Denis (Stade),7,Mercredi,Nuageux,302
Gare du Nord,14,Dimanche,Nuageux,215
Vincennes,13,Mercredi,Pluie,116
Nation,21,Dimanche,Soleil,153
Nation,19,Dimanche,Soleil,541
Massy-Palaiseau,7,Dimanche,Nuageux,117
Neuilly-Plaisance,7,Jeudi,Nuageux,241
Aéroport CDG 2,8,Lundi,Soleil,470
Bercy,8,Samedi,Nuageux,226
République,21,Mardi,Soleil,275
Montparnasse,10,Mardi,Soleil,99
Saint-Lazare,15,Vendredi,Pluie,206
Aéroport d'Orly,16,Vendredi,Pluie,285
Gare du Nord,11,Dimanche,Soleil,208
Boulogne - Pont de Sèvres,17,Samedi,Soleil,434
Noisy-le-Grand,10,Lundi,Pluie,170
Saint-Lazare,7,Lundi,Soleil,392
Montparnasse,18,Mardi,Soleil,1055
Nanterre-Préfecture,18,Jeudi,Nuageux,691
Châtelet-Les Halles,14,Lundi,Pluie,449
Versailles-Chantiers,9,Dimanche,Pluie,245
Saint-Denis (Stade),6,Samedi,Pluie,113
Versailles-Chantiers,10,Dimanche,Nuageux,23
Saint-Lazare,15,Lundi,Pluie,348
Saint-Lazare,22,Vendredi,Pluie,413
Créteil-Préfecture,15,Vendredi,Pluie,273
Cergy-Préfecture,19,Samedi,Soleil,441
Gare de Lyon,7,Vendredi,Nuageux,387
Val de Fontenay,6,Jeudi,Soleil,181
Boulogne - Pont de Sèvres,11,Mardi,Pluie,209
Créteil-Préfecture,9,Jeudi,Nuageux,353
République,17,Vendredi,Soleil,772
Créteil-Préfecture,12,Mercredi,Nuageux,117
La Défense,13,Mercredi,Pluie,310
Aéroport CDG 2,12,Mardi,Nuageux,187
Nation,14,Vendredi,Pluie,370
Montparnasse,6,Samedi,Nuageux,32
Gare de Lyon,14,Vendredi,Pluie,354
Boulogne - Pont de Sèvres,15,Jeudi,Pluie,218
Saint-Lazare,15,Mardi,Nuageux,344
Gare du Nord,9,Jeudi,Soleil,698
Aéroport d'Orly,18,Dimanche,Pluie,659
Val de Fontenay,7,Samedi,Pluie,189
Gare de Lyon,6,Vendredi,Pluie,70
Vincennes,22,Samedi,Soleil,166
Saint-Lazare,5,Dimanche,Pluie,26
Saint-Denis (Stade),5,Lundi,Soleil,133
Massy-Palaiseau,21,Mercredi,Pluie,419
Boulogne - Pont de Sèvres,10,Vendredi,Nuageux,141
Saint-Lazare,17,Lundi,Nuageux,1131
Aéroport CDG 2,5,Mercredi,Pluie,45
Nanterre-Préfecture,10,Lundi,Pluie,92
Gare du Nord,12,Mardi,Nuageux,206
Vincennes,17,Lundi,Soleil,656
Val de Fontenay,6,Samedi,Soleil,17
Nation,12,Lundi,Pluie,156
Aéroport CDG 2,5,Dimanche,Soleil,47
Noisy-le-Grand,17,Mardi,Soleil,659
Neuilly-Plaisance,5,Lundi,Pluie,60
Montparnasse,14,Mercredi,Pluie,318
Saint-Lazare,9,Lundi,Soleil,349
Saint-Denis (Stade),17,Samedi,Nuageux,447
Gare de Lyon,9,Samedi,Soleil,341
Aéroport CDG 2,14,Lundi,Nuageux,261
Aéroport d'Orly,7,Mardi,Soleil,380
Châtelet-Les Halles,6,Mercredi,Nuageux,138
Aéroport d'Orly,6,Mardi,Pluie,101
Massy-Palaiseau,9,Lundi,Soleil,368
Neuilly-Plaisance,8,Mardi,Pluie,311
Vincennes,6,Samedi,Nuageux,53
Châtelet-Les Halles,13,Mardi,Pluie,350
Marne-la-Vallée (Chessy),13,Lundi,Pluie,181
Saint-Lazare,13,Lundi,Nuageux,222
Montparnasse,8,Samedi,Nuageux,174
Val de Fontenay,12,Samedi,Soleil,80
Gare de Lyon,22,Samedi,Nuageux,239
Noisy-le-Grand,13,Dimanche,Nuageux,35
Val de Fontenay,7,Vendredi,Nuageux,205
La Défense,10,Lundi,Nuageux,182
Châtelet-Les Halles,23,Lundi,Pluie,605
Saint-Lazare,9,Vendredi,Pluie,567
Juvisy,21,Mercredi,Nuageux,235
Boulogne - Pont de Sèvres,23,Vendredi,Pluie,285
Bercy,7,Mardi,Soleil,191
Montparnasse,12,Vendredi,Pluie,306
Créteil-Préfecture,13,Samedi,Nuageux,61
Bercy,12,Vendredi,Nuageux,131
Neuilly-Plaisance,18,Dimanche,Pluie,424
Gare du Nord,14,Mercredi,Soleil,387
Noisy-le-Grand,21,Jeudi,Soleil,267
Nation,7,Dimanche,Nuageux,134
Gare du Nord,7,Dimanche,Soleil,245
Aéroport d'Orly,7,Mercredi,Nuageux,249
Châtelet-Les Halles,8,Vendredi,Nuageux,575
Montparnasse,21,Mardi,Soleil,400
République,18,Mardi,Nuageux,928
Massy-Palaiseau,6,Jeudi,Pluie,101
République,16,Lundi,Pluie,179
Val de Fontenay,9,Samedi,Pluie,241
Vincennes,6,Samedi,Pluie,80
Boulogne - Pont de Sèvres,16,Samedi,Pluie,135
Saint-Lazare,13,Vendredi,Pluie,339
Créteil-Préfecture,13,Lundi,Pluie,189
La Défense,5,Mardi,Nuageux,104
Massy-Palaiseau,11,Lundi,Nuageux,115
Montparnasse,22,Mercredi,Pluie,403
Neuilly-Plaisance,14,Dimanche,Soleil,69
Juvisy,19,Samedi,Soleil,432
Marne-la-Vallée (Chessy),13,Mercredi,Soleil,105
Versailles-Chantiers,15,Jeudi,Nuageux,131
Boulogne - Pont de Sèvres,5,Dimanche,Soleil,107
Val de Fontenay,15,Lundi,Pluie,275
République,5,Jeudi,Soleil,126
Gare du Nord,9,Mercredi,Nuageux,578
Neuilly-Plaisance,22,Samedi,Soleil,166
La Défense,5,Mercredi,Soleil,23
La Défense,14,Jeudi,Pluie,324
Châtelet-Les Halles,17,Mercredi,Soleil,1422
Nation,12,Dimanche,Pluie,197
Saint-Denis (Stade),17,Lundi,Nuageux,775
Nation,6,Vendredi,Soleil,96
Val de Fontenay,16,Vendredi,Nuageux,188
République,17,Mercredi,Nuageux,689
Montparnasse,12,Vendredi,Nuageux,205
Marne-la-Vallée (Chessy),19,Vendredi,Pluie,1043
La Défense,11,Vendredi,Soleil,278
Versailles-Chantiers,11,Samedi,Nuageux,0
Montparnasse,21,Samedi,Nuageux,175
Montparnasse,23,Dimanche,Soleil,211
Aéroport CDG 2,7,Mercredi,Nuageux,392
Marne-la-Vallée (Chessy),11,Vendredi,Pluie,150
Gare de Lyon,16,Jeudi,Nuageux,289
Nanterre-Préfecture,18,Samedi,Soleil,403
Noisy-le-Grand,6,Jeudi,Soleil,39
Bercy,11,Dimanche,Soleil,116
Nanterre-Préfecture,20,Dimanche,Nuageux,159
Juvisy,13,Vendredi,Soleil,45
Nation,5,Mardi,Nuageux,137
Nation,16,Mardi,Pluie,273
Auber / Opéra,6,Jeudi,Nuageux,182
Nation,22,Jeudi,Pluie,426
Marne-la-Vallée (Chessy),18,Dimanche,Soleil,488
Aéroport CDG 2,16,Vendredi,Pluie,327
Saint-Lazare,22,Mercredi,Nuageux,435
Châtelet-Les Halles,9,Jeudi,Pluie,712
Créteil-Préfecture,11,Vendredi,Pluie,145
Vincennes,8,Jeudi,Soleil,234
Châtelet-Les Halles,17,Samedi,Pluie,1088
Nanterre-Préfecture,20,Jeudi,Nuageux,260
Massy-Palaiseau,20,Dimanche,Pluie,119
Châtelet-Les Halles,23,Vendredi,Nuageux,545
Vincennes,8,Vendredi,Nuageux,295
Créteil-Préfecture,5,Lundi,Pluie,22
Gare du Nord,17,Mercredi,Nuageux,1296
Marne-la-Vallée (Chessy),13,Dimanche,Nuageux,148
Versailles-Chantiers,14,Dimanche,Pluie,18
Nation,10,Samedi,Soleil,52
Nation,11,Lundi,Nuageux,63
Aéroport CDG 2,20,Lundi,Soleil,313
Auber / Opéra,21,Lundi,Pluie,413
Aéroport CDG 2,5,Lundi,Soleil,20
Saint-Lazare,13,Samedi,Soleil,166
Saint-Lazare,18,Lundi,Soleil,1170
La Défense,19,Samedi,Nuageux,795
Auber / Opéra,8,Jeudi,Soleil,375
Aéroport CDG 2,12,Dimanche,Nuageux,109
